unit_id,is_naval,land_unit_id,naval_unit_id,recruitment_cost,upkeep_cost,weight
Rom_Large_Onager,0,Rom_Large_Onager,pel_transport,790,160,medium
Rom_Legatus,0,Rom_Legatus,pel_transport,430,90,heavy
Rom_Legionaries,0,Rom_Legionaries,pel_transport,660,140,very_heavy
Rom_Legionaries_Four,1,Rom_Legionaries,roman_four,750,150,medium
Rom_Legionaries_Two,1,Rom_Legionaries,roman_two,420,84,light
Rom_Legionaries_Two_Fire_Pots,1,Rom_Legionaries,roman_fire_pot_two,470,94,light
Rom_Legionary_Cav,0,Rom_Legionary_Cav,pel_transport,620,120,medium
Rom_Legionary_Cohort,0,Rom_Legionary_Cohort,pel_transport,700,140,very_heavy
Rom_Legionary_Cohort_Four,1,Rom_Legionary_Cohort,roman_four,770,154,medium
Rom_Legionary_Cohort_Two,1,Rom_Legionary_Cohort,roman_two,440,88,light
Rom_Legionary_Cohort_Two_Fire_Pots,1,Rom_Legionary_Cohort,roman_fire_pot_two,490,98,light
Rom_Leves,0,Rom_Leves,pel_transport,200,60,very_light
Rom_Leves_One_Halfer,1,Rom_Leves,roman_one_halfer,270,54,light
Rom_Leves_Three,1,Rom_Leves,roman_three,390,78,light
Rom_Leves_Three_Scorpio,1,Rom_Leves,roman_scorpio_three,490,98,light
Rom_Leves_Two_Halfer,1,Rom_Leves,roman_two_halfer,380,76,light
Rom_Onager,0,Rom_Onager,pel_transport,580,120,medium
Rom_Onager_Bastion,0,Rom_Onager_Bastion,pel_transport,580,120,medium
Rom_Onager_Five,1,Rom_Onager_Shp,roman_onager_five,630,126,medium
Rom_Onager_Prologue,0,Rom_Onager_Prologue,pel_transport,580,120,medium
Rom_Plebs,0,Rom_Plebs,pel_transport,30,5,very_light
Rom_Polybolos,0,Rom_Polybolos,pel_transport,620,120,medium
Rom_Polybolos_Bastion,0,Rom_Polybolos_Bastion,pel_transport,960,190,medium
Rom_Praetorian_Cav,0,Rom_Praetorian_Cav,pel_transport,1250,200,very_heavy
Rom_Praetorian_Guard,0,Rom_Praetorian_Guard,pel_transport,1300,200,very_heavy
Rom_Praetorians,0,Rom_Praetorians,pel_transport,1280,200,very_heavy
Rom_Principes,0,Rom_Principes,pel_transport,680,120,very_heavy
Rom_Principes_Four,1,Rom_Principes,roman_four,750,150,medium
Rom_Rorarii,0,Rom_Rorarii,pel_transport,200,60,medium
Rom_Scorpion,0,Rom_Scorpion,pel_transport,490,100,medium
Rom_Scorpion_Bastion,0,Rom_Scorpion_Bastion,pel_transport,490,100,medium
Rom_Triarii,0,Rom_Triarii,pel_transport,790,140,very_heavy
Rom_Triarii_Six,1,Rom_Triarii,roman_six,1300,260,heavy
Rom_Triarii_Six_Lft_Aft,1,Rom_Triarii,roman_lft_six,1500,300,heavy
Rom_Velites,0,Rom_Velites,pel_transport,340,80,very_light
Rom_Velites_Five,1,Rom_Velites,roman_five,710,142,medium
Rom_Vet_Legionaries,0,Rom_Vet_Legionaries,pel_transport,850,160,very_heavy
Rom_Vet_Legionaries_Lft_Aft,1,Rom_Vet_Legionaries,roman_lft_six,1390,278,heavy
Rom_Vet_Legionaries_Six,1,Rom_Vet_Legionaries,roman_six,1190,238,heavy
Rom_Vigiles,0,Rom_Vigiles,pel_transport,200,60,medium
Rom_War_Dogs,0,Rom_War_Dogs,pel_transport,450,100,light
Scy_Ballista_Five,1,Eas_Ballista_Shp,barbarian_roman_ballista_five,640,128,medium
Ste_Amazonian_Riders,0,Ste_Amazonian_Riders,barbarian_transport_small,400,90,light
Ste_Archers,0,Ste_Archers,barbarian_transport,330,80,very_light
Ste_Archers_Five,1,Ste_Archers,barbarian_greek_five,730,140,medium
Ste_Archers_Medium_Raider,1,Ste_Archers,barbarian_medium_raider_ranged,510,100,medium
Ste_Archers_Raider,1,Ste_Archers,barbarian_raider_ranged,380,70,light
Ste_Armour_Horse_Archers,0,Ste_Armour_Horse_Archers,barbarian_transport_small,580,110,medium
Ste_Armoured_Lancers,0,Ste_Armoured_Lancers,barbarian_transport_small,550,100,heavy
Ste_Axes_Four,1,Ste_Young_Axes,greek_four,500,100,medium
Ste_Axes_Medium_Raider,1,Ste_Young_Axes,barbarian_medium_raider_melee,410,80,medium
Ste_Axes_Six,1,Ste_Young_Axes,greek_six,810,160,heavy
Ste_Axes_Two,1,Ste_Young_Axes,greek_two,270,50,light
Ste_Axes_Two_Fire_Pots,1,Ste_Young_Axes,greek_fire_pot_two,320,60,light
Ste_Ballista,0,Ste_Ballista,barbarian_transport_small,530,100,medium
Ste_Ballista_Bastion,0,Ste_Ballista_Bastion,barbarian_transport_small,530,100,medium
Ste_Horse_Archers,0,Ste_Horse_Archers,barbarian_transport_small,360,80,light
Ste_Horse_Skirm,0,Ste_Horse_Skirm,barbarian_transport_small,390,80,light
Ste_Lancers,0,Ste_Lancers,barbarian_transport_small,340,80,medium
Ste_Noble_Horse_Archers,0,Ste_Noble_Horse_Archers,barbarian_transport_small,790,140,heavy
Ste_Noble_Lancers,0,Ste_Noble_Lancers,barbarian_transport_small,750,130,very_heavy
Ste_Noblewomen,0,Ste_Noblewomen,barbarian_transport_small,600,110,medium
Ste_Royal_Horse_Archers,0,Ste_Royal_Horse_Archers,barbarian_transport,1000,170,very_heavy
Ste_Saka_Cataphract_Horse_Archers,0,Ste_Saka_Cataphract_Horse_Archers,barbarian_transport,950,150,very_heavy
Ste_Saka_Cataphracts,0,Ste_Saka_Cataphracts,barbarian_transport,1190,190,super_heavy
Ste_Saka_Noble_Armour_Lancers,0,Ste_Saka_Noble_Armour_Lancers,barbarian_transport,1250,190,very_heavy
Ste_Sarmatian_Horsemen,0,Ste_Sarmatian_Horsemen,barbarian_transport,660,130,medium
Ste_Sarmatian_Riders,0,Ste_Sarmatian_Riders,barbarian_transport,340,80,light
Ste_Sarmatian_Royal_Lancers,0,Ste_Sarmatian_Royal_Lancers,barbarian_transport,1150,190,very_heavy
Ste_Scythian_Royal_Horse,0,Ste_Scythian_Royal_Horse,barbarian_transport_small,1200,190,very_heavy
Ste_Scythian_Royal_Skirmishers,0,Ste_Scythian_Royal_Skirmishers,barbarian_transport,1070,190,very_heavy
Ste_Spear,0,Ste_Spear,barbarian_transport,190,50,light
Ste_Spear_Four,1,Ste_Spear,barbarian_persian_four,570,110,medium
Ste_Spear_Heavy_Raider,1,Ste_Spear,barbarian_heavy_raider,670,130,heavy
Ste_Tribesmen,0,Ste_Tribesmen,barbarian_transport,160,40,medium
Ste_Tribesmen_Raider,1,Ste_Tribesmen,barbarian_raider_melee,260,50,light
Ste_Young_Axes,0,Ste_Young_Axes,barbarian_transport,190,50,medium
Thr_Bowmen,0,Thr_Bowmen,barbarian_transport,270,70,very_light
Thr_Bowmen_Five,1,Thr_Bowmen,barbarian_greek_five,750,150,medium
Thr_Cav,0,Thr_Cav,barbarian_transport_small,450,90,light
Thr_Horsemen,0,Thr_Horsemen,barbarian_transport_small,500,100,medium
Thr_Nobles,0,Thr_Nobles,barbarian_transport,1300,200,very_heavy
Thr_Nobles_Heavy_Raider,1,Thr_Nobles,barbarian_heavy_raider,1010,202,heavy
Thr_Peltasts,0,Thr_Peltasts,barbarian_transport,480,90,light
Thr_Royal_Cav,0,Thr_Royal_Cav,barbarian_transport_small,1280,150,very_heavy
Thr_Skirm,0,Thr_Skirm,barbarian_transport,330,80,very_light
Thr_Skirm_Raider,1,Thr_Skirm,barbarian_raider_ranged,330,66,light
Thr_Slingers,0,Thr_Slingers,barbarian_transport,280,70,very_light
Thr_Slingers_Medium_Raider,1,Thr_Slingers,barbarian_medium_raider_ranged,560,112,medium
Thr_Tribal_Garrison,0,Thr_Tribal_Garrison,barbarian_transport,290,70,light
Thr_Warriors,0,Thr_Warriors,barbarian_transport,420,90,medium
Thr_Warriors_Four,1,Thr_Warriors,barbarian_persian_four,650,130,medium
Thr_Warriors_Medium_Raider,1,Thr_Warriors,barbarian_medium_raider_melee,550,110,medium
Thr_Warriors_Raider,1,Thr_Warriors,barbarian_raider_melee,400,80,light
_test_dummy,0,_test_dummy,pel_transport,620,125,medium
dk_afr_armoured_desert_cavalry,0,dk_afr_armoured_desert_cavalry,pel_transport,580,115,medium
dk_afr_desert_cavalry,0,dk_afr_desert_cavalry,pel_transport,450,90,light
dk_afr_desert_chariots,0,dk_afr_desert_chariots,pel_transport,850,150,medium
dk_ara_armoured_camel_spearmen,0,dk_ara_armoured_camel_spearmen,pel_transport,740,150,heavy
dk_ara_caravan_guard,0,dk_ara_caravan_guard,pel_transport,520,105,medium
dk_ara_desert_chariots,0,dk_ara_desert_chariots,pel_transport,850,150,medium
dk_ara_desert_heavy_lancers,0,dk_ara_desert_heavy_lancers,pel_transport,840,170,very_heavy
dk_ara_desert_levy,0,dk_ara_desert_levy,pel_transport,220,40,very_light
dk_ara_desert_spear_two,1,dk_saba_desert_spearmen,persian_two,330,65,light
dk_ara_desert_spear_two_fire_pots,1,dk_saba_desert_spearmen,persian_fire_pot_two,380,75,light
dk_kush_african_elephants,0,dk_kush_african_elephants,pel_transport,1400,180,heavy
dk_kush_african_war_elephants,0,dk_kush_african_war_elephants,pel_transport,1600,200,heavy
dk_kush_archers_five,1,dk_kush_kushite_bowwomen,egyptian_five,1060,200,medium
dk_kush_archers_five_tower,1,dk_kush_royal_kushite_archers,egyptian_lft_five,1420,260,medium
dk_kush_archers_three,1,Afr_Archers,egyptian_three,590,120,light
dk_kush_archers_three_scorpio,1,Afr_Archers,egyptian_scorpio_three,690,140,light
dk_kush_armoured_shotel_warriors,0,dk_kush_armoured_shotel_warriors,pel_transport,1260,250,very_heavy
dk_kush_disciples_of_apedemak,0,dk_kush_disciples_of_apedemak,pel_transport,1220,245,very_light
dk_kush_kushite_bowwomen,0,dk_kush_kushite_bowwomen,pel_transport,480,95,very_light
dk_kush_kushite_pikes,0,dk_kush_kushite_pikes,pel_transport,500,100,medium
dk_kush_kushite_royal_guard,0,dk_kush_kushite_royal_guard,pel_transport,1150,230,very_heavy
dk_kush_kushite_slave_infantry,0,dk_kush_kushite_slave_infantry,pel_transport,260,25,very_light
dk_kush_kushite_slave_spearmen,0,dk_kush_kushite_slave_spearmen,pel_transport,410,50,light
dk_kush_leopard_warriors,0,dk_kush_leopard_warriors,pel_transport,660,130,medium
dk_kush_nubian_spearmen_two,1,Egy_Nubian_Spear,egyptian_two,310,62,light
dk_kush_nubian_spearmen_two_fire_pots,1,Egy_Nubian_Spear,egyptian_fire_pot_two,360,72,light
dk_kush_royal_kushite_archers,0,dk_kush_royal_kushite_archers,pel_transport,700,140,very_light
dk_kush_scythed_chariots,0,dk_kush_scythed_chariots,pel_transport,1380,200,very_heavy
dk_kush_shotel_warriors,0,dk_kush_shotel_warriors,pel_transport,860,170,heavy
dk_kush_slave_infantry,0,dk_afr_slave_infantry,pel_transport,160,15,very_light
dk_kush_slave_slingers,0,dk_kush_slave_slingers,pel_transport,250,30,very_light
dk_kush_slave_slingers_one,1,dk_kush_slave_slingers,greek_one_halfer,350,70,light
dk_kush_slave_slingers_two,1,dk_kush_slave_slingers,greek_two_halfer,470,95,light
dk_mer_desert_cavalry,0,dk_mer_desert_cavalry,pel_transport,340,255,light
dk_mer_nubian_bowmen,0,dk_mer_nubian_bowmen,pel_transport,270,200,very_light
dk_mer_nubian_spearmen,0,dk_mer_nubian_spearmen,pel_transport,285,210,light
dk_nab_armoured_desert_hoplites,0,dk_nab_armoured_desert_hoplites,pel_transport,780,155,very_heavy
dk_nab_desert_hoplites,0,dk_nab_desert_hoplites,pel_transport,420,85,medium
dk_nab_desert_pikemen,0,dk_nab_desert_pikemen,pel_transport,400,80,medium
dk_nab_heavy_archers_five_scorpio,1,dk_nab_nabatean_heavy_archers,persian_double_scorpio_five,1280,250,medium
dk_nab_heavy_archers_five_tower,1,dk_nab_nabatean_heavy_archers,persian_lft_five,1300,260,medium
dk_nab_heavy_desert_spearmen,0,dk_nab_heavy_desert_spearmen,pel_transport,830,165,heavy
dk_nab_hellenic_desert_cataphracts,0,dk_nab_hellenic_desert_cataphracts,pel_transport,1450,290,super_heavy
dk_nab_light_peltasts_five,1,dk_nab_nabatean_light_peltasts,persian_five,1080,205,medium
dk_nab_nabatean_axe_warriors,0,dk_nab_nabatean_axe_warriors,pel_transport,490,100,medium
dk_nab_nabatean_heavy_archers,0,dk_nab_nabatean_heavy_archers,pel_transport,520,105,very_light
dk_nab_nabatean_light_peltasts,0,dk_nab_nabatean_light_peltasts,pel_transport,500,100,light
dk_nab_nabatean_noble_cavalry,0,dk_nab_nabatean_noble_cavalry,pel_transport,800,160,heavy
dk_nab_nabatean_swordsmen,0,dk_nab_nabatean_swordsmen,pel_transport,450,90,medium
dk_nab_nabatean_thorax_pikes,0,dk_nab_nabatean_thorax_pikes,pel_transport,720,145,very_heavy
dk_nab_noble_sword_six,1,Ara_Noble_Sword,persian_six,1260,250,heavy
dk_nab_rekem_palace_guard,0,dk_nab_rekem_palace_guard,pel_transport,1140,230,very_heavy
dk_nab_scythed_chariots,0,dk_nab_scythed_chariots,pel_transport,1380,200,very_heavy
dk_num_african_elephants,0,dk_num_african_elephants,pel_transport,1400,180,heavy
dk_num_armoured_desert_chariots,0,dk_num_armoured_desert_chariots,pel_transport,960,180,medium
dk_num_armoured_numidian_cavalry,0,dk_num_armoured_numidian_cavalry,pel_transport,920,185,heavy
dk_num_armoured_numidian_riders,0,dk_num_armoured_numidian_riders,pel_transport,690,140,heavy
dk_num_armoured_numidian_spearmen,0,dk_num_armoured_numidian_spearmen,pel_transport,620,125,heavy
dk_num_desert_cohort,0,dk_num_desert_cohort,pel_transport,980,195,very_heavy
dk_num_desert_legionaries,0,dk_num_desert_legionaries,pel_transport,700,140,very_heavy
dk_num_desert_legionary_cavalry,0,dk_num_desert_legionary_cavalry,pel_transport,700,140,medium
dk_num_desert_vigiles,0,dk_num_desert_vigiles,pel_transport,240,50,medium
dk_num_gaetuli_horse_skirmishers,0,dk_num_gaetuli_horse_skirmishers,pel_transport,380,75,light
dk_num_gaetuli_tribesmen,0,dk_num_gaetuli_tribesmen,pel_transport,520,105,light
dk_num_heavy_numidian_skirmishers,0,dk_num_heavy_numidian_skirmishers,pel_transport,540,110,light
dk_num_heavy_skirmishers_five,1,dk_num_heavy_numidian_skirmishers,egyptian_five,960,190,medium
dk_num_heavy_skirmishers_tower_five,1,dk_num_heavy_numidian_skirmishers,egyptian_lft_five,1200,240,medium
dk_num_javelinmen_one,1,Num_Javelinmen,greek_one_halfer,350,70,light
dk_num_javelinmen_two,1,Num_Javelinmen,greek_two_halfer,470,94,light
dk_num_numidian_light_infantry,0,dk_num_numidian_light_infantry,pel_transport,380,75,medium
dk_num_numidian_riders,0,dk_num_numidian_riders,pel_transport,440,90,medium
dk_saba_archers_five,1,dk_saba_sabaean_archers,persian_five,960,190,medium
dk_saba_archers_five_scorpio,1,dk_saba_sabaean_archers,persian_double_scorpio_five,1160,230,medium
dk_saba_archers_five_tower,1,dk_saba_sabaean_archers,persian_lft_five,1200,240,medium
dk_saba_camel_lancers,0,dk_saba_camel_lancers,pel_transport,470,95,medium
dk_saba_desert_spearmen,0,dk_saba_desert_spearmen,pel_transport,230,45,medium
dk_saba_marib_camel_cataphracts,0,dk_saba_marib_camel_cataphracts,pel_transport,1280,250,super_heavy
dk_saba_marib_royal_guard,0,dk_saba_marib_royal_guard,pel_transport,1160,230,very_heavy
dk_saba_mer_himyar_cavalry,0,dk_saba_mer_himyar_cavalry,pel_transport,600,300,medium
dk_saba_mer_marib_guard,0,dk_saba_mer_marib_guard,pel_transport,640,320,heavy
dk_saba_merc_maas_gat_marauders,0,dk_saba_merc_maas_gat_marauders,pel_transport,500,260,medium
dk_saba_royal_camel_archers,0,dk_saba_royal_camel_archers,pel_transport,680,135,heavy
dk_saba_royal_marib_cavalry,0,dk_saba_royal_marib_cavalry,pel_transport,1150,230,very_heavy
dk_saba_sabaean_archers,0,dk_saba_sabaean_archers,pel_transport,360,70,very_light
dk_saba_sabaean_camel_cataphracts,0,dk_saba_sabaean_camel_cataphracts,pel_transport,1000,200,super_heavy
dk_saba_sabaean_spearmen,0,dk_saba_sabaean_spearmen,pel_transport,300,60,medium
dk_saba_sabaean_swordsmen,0,dk_saba_sabaean_swordsmen,pel_transport,520,105,medium
inv_app_archers,0,inv_app_archers,pel_transport,420,84,very_light
inv_app_cavalry,0,inv_app_cavalry,pel_transport,670,134,light
inv_app_greek_three_app_archers,1,inv_app_archers,greek_three,550,110,medium
inv_app_greek_three_app_peltasts,1,inv_app_peltasts,greek_three,650,130,medium
inv_app_greek_two_app_hoplites,1,inv_app_hoplites,greek_two,650,130,medium
inv_app_greek_two_halfer_app_swordsmen,1,inv_app_swordsmen,greek_two,330,66,medium
inv_app_hoplites,0,inv_app_hoplites,pel_transport,700,140,medium
inv_app_horse_skirmishers,0,inv_app_horse_skirmishers,pel_transport,650,130,light
inv_app_light_spearmen,0,inv_app_light_spearmen,pel_transport,400,80,light
inv_app_noble_hoplites,0,inv_app_noble_hoplites,pel_transport,950,190,heavy
inv_app_peltasts,0,inv_app_peltasts,pel_transport,650,130,light
inv_app_swordsmen,0,inv_app_swordsmen,pel_transport,370,74,medium
inv_barbarian_medium_raider_melee_mercenary_ill_hoplites,1,inv_mercenary_ill_hoplites,barbarian_medium_raider_melee,600,450,medium
inv_barbarian_medium_raider_melee_mercenary_ligurian_swordsmen,1,inv_mercenary_ligurian_swordsmen,barbarian_medium_raider_melee,550,410,medium
inv_barbarian_raider_melee_mercenary_ill_raiders,1,inv_mercenary_ill_raiders,barbarian_raider_melee,350,260,light
inv_barbarian_raider_melee_mercenary_ligurian_axe_warriors,1,inv_mercenary_ligurian_axe_warriors,barbarian_raider_melee,300,225,medium
inv_car_Infantry,0,inv_car_Infantry,pel_transport,720,130,very_heavy
inv_car_african_cavalry,0,inv_african_cavalry,pel_transport,1000,200,light
inv_car_african_elephants,0,inv_african_elephants,pel_transport,1700,340,super_heavy
inv_car_ballista,0,inv_car_ballista,pel_transport,960,200,medium
inv_car_carthaginian_cavalry,0,inv_car_carthaginian_cavalry,pel_transport,800,160,medium
inv_car_carthaginian_javelin,0,inv_car_carthaginian_javelin,pel_transport,330,80,very_light
inv_car_carthaginian_peltasts,0,inv_car_carthaginian_peltasts,pel_transport,440,90,medium
inv_car_citizen_militia,0,inv_car_citizen_militia,pel_transport,500,100,medium
inv_car_greek_four_hoplites,1,inv_car_hoplites,greek_four,760,152,medium
inv_car_greek_four_sacred_band,1,inv_car_sacred_band,greek_four,760,152,medium
inv_car_greek_six_sacred_band,1,inv_car_sacred_band,greek_six,1200,240,medium
inv_car_greek_two_Infantry,1,inv_car_Infantry,greek_two,500,100,light
inv_car_greek_two_halfer_carthaginian_javelin,1,inv_car_carthaginian_javelin,greek_two_halfer,470,94,light
inv_car_greek_two_hoplites,1,inv_car_hoplites,greek_two,500,100,light
inv_car_greek_two_sword_militia,1,inv_car_sword_militia,greek_two,330,78,light
inv_car_hoplites,0,inv_car_hoplites,pel_transport,620,120,very_heavy
inv_car_mob,0,inv_car_mob,pel_transport,40,10,very_light
inv_car_polybolos,0,inv_car_polybolos,pel_transport,720,150,medium
inv_car_sacred_band,0,inv_car_sacred_band,pel_transport,1170,200,very_heavy
inv_car_specialport_greek_four_hoplites,1,inv_car_hoplites,greek_four,760,152,medium
inv_car_specialport_greek_four_sacred_band,1,inv_car_sacred_band,greek_six,1200,240,medium
inv_car_specialport_greek_two_Infantry,1,inv_car_Infantry,greek_two,500,100,light
inv_car_specialport_greek_two_halfer_car_specialportthaginian_javelin,1,inv_car_carthaginian_javelin,greek_two_halfer,600,120,light
inv_car_specialport_greek_two_hoplites,1,inv_car_hoplites,greek_two,500,100,light
inv_car_specialport_greek_two_sword_militia,1,inv_car_sword_militia,greek_two,330,78,light
inv_car_sword_militia,0,inv_car_sword_militia,pel_transport,550,110,medium
inv_etr_archers,0,inv_etr_archers,pel_transport,450,90,light
inv_etr_axe_infantry,0,inv_etr_axe_infantry,pel_transport,550,110,medium
inv_etr_ballista,0,inv_etr_ballista,pel_transport,960,200,medium
inv_etr_chariots,0,inv_etr_chariots,pel_transport,1300,260,medium
inv_etr_city_guard,0,inv_etr_city_guard,pel_transport,650,130,medium
inv_etr_etruscan_cavalry,0,inv_etr_etruscan_cavalry,pel_transport,800,160,medium
inv_etr_four_assault_greek_etruscan_heavy_hoplites,1,inv_etr_heavy_hoplites,greek_four,1100,220,heavy
inv_etr_four_assault_greek_italian_swordsmen,1,inv_ita_italic_swordsmen,greek_four,600,120,heavy
inv_etr_gre_five_etruscan_archers,1,inv_etr_archers,greek_five,600,120,medium
inv_etr_heavy_hoplites,0,inv_etr_heavy_hoplites,pel_transport,1100,220,very_heavy
inv_etr_hoplites,0,inv_etr_hoplites,pel_transport,700,140,heavy
inv_etr_horse_skirmishers,0,inv_etr_horse_skirmishers,pel_transport,650,130,light
inv_etr_italian_cavalry,0,inv_ita_italian_cavalry,pel_transport,550,110,light
inv_etr_light_spearmen,0,inv_etr_light_spearmen,pel_transport,400,80,light
inv_etr_polybolos,0,inv_etr_polybolos,pel_transport,720,150,medium
inv_etr_skirmishers,0,inv_etr_skirmishers,pel_transport,300,60,very_light
inv_etr_slingers,0,inv_etr_slingers,pel_transport,350,70,very_light
inv_etr_three_assault_greek_etruscan_archers,1,inv_etr_archers,greek_three,520,104,medium
inv_etr_two_assault_greek_etruscan_hoplites,1,inv_etr_hoplites,greek_two,550,110,heavy
inv_etr_two_assault_greek_etruscan_light_spearmen,1,inv_etr_light_spearmen,greek_two,400,80,medium
inv_etr_two_assault_greek_italian_swordsmen,1,inv_ita_italic_swordsmen,greek_two,350,70,heavy
inv_etr_two_halfer_etruscan_slingers,1,inv_etr_slingers,greek_two_halfer,330,66,very_light
inv_gre_Ballista_greek_onager_five,1,Gre_Ballista_Shp,greek_onager_five,1100,220,heavy
inv_gre_ballista_syracuse,0,inv_gre_ballista,pel_transport,960,200,medium
inv_gre_ballista_taranto,0,inv_gre_ballista,pel_transport,960,200,medium
inv_gre_five_missile_greek_toxotes,1,inv_gre_toxotes,greek_five,850,165,medium
inv_gre_five_tarantine_peltasts,1,inv_tar_tarantine_peltasts,greek_five,750,150,medium
inv_gre_four_assault_greek_hoplites,1,inv_gre_hoplites,greek_four,700,140,heavy
inv_gre_hippeus,0,inv_gre_hippeus,pel_transport,850,170,very_heavy
inv_gre_hippotoxotes,0,inv_gre_hippotoxotes,pel_transport,650,130,light
inv_gre_hoplites,0,inv_gre_hoplites,pel_transport,650,130,heavy
inv_gre_horse_skirmishers,0,inv_gre_horse_skirmishers,pel_transport,600,120,light
inv_gre_light_hoplites,0,inv_gre_light_hoplites,pel_transport,450,90,light
inv_gre_militia_spearmen,0,inv_gre_militia_spearmen,pel_transport,350,70,light
inv_gre_polybolos_syracuse,0,inv_gre_polybolos,pel_transport,720,150,medium
inv_gre_polybolos_taranto,0,inv_gre_polybolos,pel_transport,720,150,medium
inv_gre_sicillian_skirmishers,0,inv_gre_sicillian_skirmishers,pel_transport,550,110,very_light
inv_gre_slingers,0,inv_gre_slingers,pel_transport,280,55,very_light
inv_gre_three_assault_greek_toxotes,1,inv_gre_toxotes,greek_three,550,110,medium
inv_gre_toxotes,0,inv_gre_toxotes,pel_transport,450,90,light
inv_gre_two_assault_greek_light_hoplites,1,inv_gre_light_hoplites,greek_two,360,72,light
inv_gre_two_halfer_slingers,1,inv_gre_slingers,greek_two_halfer,300,60,very_light
inv_greek_four_mercenary_carthaginian_hoplites,1,inv_mercenary_carthaginian_hoplites,greek_four,600,450,heavy
inv_greek_four_mercenary_etruscan_hoplites,1,inv_mercenary_etruscan_hoplites,greek_four,500,375,heavy
inv_greek_four_mercenary_hoplites,1,inv_mercenary_hoplites,greek_four,600,450,heavy
inv_greek_four_mercenary_massilian_hoplites,1,inv_mercenary_massilian_hoplites,greek_four,500,375,heavy
inv_greek_four_mercenary_sileraioi_hoplites,1,inv_mercenary_sileraioi_hoplites,greek_four,650,490,heavy
inv_greek_three_mercenary_balearic_slingers,1,inv_mercenary_balearic_slingers,greek_three,420,315,medium
inv_greek_three_mercenary_carthaginian_peltasts,1,inv_mercenary_carthaginian_peltasts,greek_three,550,410,medium
inv_greek_three_mercenary_etr_archers,1,inv_mercenary_etr_archers,greek_three,400,300,medium
inv_greek_three_mercenary_toxotes,1,inv_mercenary_toxotes,greek_three,400,300,medium
inv_greek_two_halfer_mercenary_carthaginian_javelin,1,inv_mercenary_carthaginian_javelin,greek_two_halfer,320,240,medium
inv_greek_two_mercenary_etruscan_axe_infantry,1,inv_mercenary_etruscan_axe_infantry,greek_two,280,210,medium
inv_greek_two_mercenary_hoplites,1,inv_mercenary_hoplites,greek_two,450,340,heavy
inv_ill_barbarian_raider_melee_hoplites,1,inv_ill_hoplites,barbarian_raider_melee,550,110,heavy
inv_ill_barbarian_raider_melee_nobles,1,inv_ill_nobles,barbarian_raider_melee,700,140,heavy
inv_ill_barbarian_raider_melee_raiders,1,inv_ill_raiders,barbarian_raider_melee,300,60,light
inv_ill_barbarian_raider_ranged_slave_javelinmen,1,inv_ill_slave_javelinmen,barbarian_raider_ranged,350,70,very_light
inv_ill_hoplites,0,inv_ill_hoplites,pel_transport,650,130,heavy
inv_ill_nobles,0,inv_ill_nobles,pel_transport,900,180,heavy
inv_ill_raiders,0,inv_ill_raiders,pel_transport,550,110,light
inv_ill_slave_javelinmen,0,inv_ill_slave_javelinmen,pel_transport,350,70,very_light
inv_ill_slave_slingers,0,inv_ill_slave_slingers,pel_transport,320,64,very_light
inv_ill_spearmen,0,inv_ill_spearmen,pel_transport,300,60,light
inv_ill_tribesmen,0,inv_ill_tribesmen,pel_transport,220,44,very_light
inv_ins_gallic_elder_swordsmen,0,inv_ins_gallic_elder_swordsmen,barbarian_transport,1000,200,very_heavy
inv_ins_gallic_heavy_spearmen,0,inv_ins_gallic_heavy_spearmen,barbarian_transport,900,180,very_heavy
inv_ins_highland_hunters,0,inv_ins_highland_hunters,barbarian_transport,600,120,very_light
inv_ins_longsword_warriors,0,inv_ins_longsword_warriors,barbarian_transport,650,130,medium
inv_ins_medium_assault_raider_longsword_warriors,1,inv_ins_longsword_warriors,barbarian_medium_raider_melee,700,140,medium
inv_ins_raider_ranged_highland_hunters,1,inv_ins_highland_hunters,barbarian_raider_ranged,600,120,very_light
inv_iol_ballista,0,inv_iol_ballista,pel_transport,960,200,medium
inv_iol_heavy_nuragic_runners,0,inv_iol_heavy_nuragic_runners,pel_transport,850,170,medium
inv_iol_iolean_javelinmen,0,inv_iol_iolean_javelinmen,pel_transport,820,164,light
inv_iol_medium_assault_raider_nuragic_warriors,1,inv_iol_nuragic_warriors,barbarian_medium_raider_melee,700,140,medium
inv_iol_medium_assault_raider_sherden_swordsmen,1,inv_iol_sherden_swordsmen,barbarian_medium_raider_melee,1000,200,medium
inv_iol_medium_missile_raider_noble_sardi_archers,1,inv_iol_noble_sardi_archers,barbarian_medium_raider_ranged,900,180,medium
inv_iol_medium_missile_raider_sardi_bowmen,1,inv_iol_sardi_bowmen,barbarian_medium_raider_ranged,650,135,medium
inv_iol_noble_sardi_archers,0,inv_iol_noble_sardi_archers,pel_transport,1000,200,medium
inv_iol_nuragic_ambushers,0,inv_iol_nuragic_ambushers,pel_transport,800,160,very_light
inv_iol_nuragic_runners,0,inv_iol_nuragic_runners,pel_transport,500,100,very_light
inv_iol_nuragic_shield_wall,0,inv_iol_nuragic_shield_wall,pel_transport,750,150,heavy
inv_iol_nuragic_warriors,0,inv_iol_nuragic_warriors,pel_transport,800,160,medium
inv_iol_polybolos,0,inv_iol_polybolos,pel_transport,720,150,medium
inv_iol_raider_melee_sardi_axemen,1,inv_iol_sardi_axemen,barbarian_raider_melee,320,64,light
